n_trial,uncertainty,share,Predicted_MC_1up,mc_model,Instr,Task1Seek,check,ID,Predicted_MC
30,99,6,0,-459,0,2,4,9,-438
32,85,6,0,494,0,2,4,9,-489
33,95,5,0,-435,0,2,4,9,-412
34,19,6,0,463,0,2,4,9,-423
35,77,4,0,-485,0,2,4,9,-485
36,27,2,0,-400,0,2,4,9,-400
37,1,0,0,-404,0,2,4,9,-404
38,89,5,1,406,0,2,4,9,455
40,91,5,0,-470,0,2,4,9,-473
41,66,4,0,-408,0,2,4,9,-408
42,89,5,1,440,0,2,4,9,463
43,99,5,0,-416,0,2,4,9,-432
44,63,4,0,-465,0,2,4,9,-451
46,60,4,1,455,0,2,4,9,407
47,4,1,1,490,0,2,4,9,490
48,48,4,0,-475,0,2,4,9,-475
1,27,6,0,440,1,2,4,9,-500
2,89,6,0,-481,1,2,4,9,-447
3,29,4,1,460,1,2,4,9,426
4,84,6,0,472,1,2,4,9,-475
5,9,1,1,486,1,2,4,9,486
7,79,4,1,484,1,2,4,9,480
8,37,6,0,417,1,2,4,9,-416
9,82,6,1,400,1,2,4,9,405
11,14,2,0,-446,1,2,4,9,-446
12,37,4,1,486,1,2,4,9,486
13,74,5,0,-455,1,2,4,9,-441
14,83,5,0,-492,1,2,4,9,-492
15,93,6,0,-433,1,2,4,9,-418
17,24,2,1,452,1,2,4,9,452
18,69,5,0,451,1,2,4,9,-430
19,71,4,0,-437,1,2,4,9,-498
20,2,1,0,-478,1,2,4,9,-478
21,5,1,1,433,1,2,4,9,433
22,7,1,1,497,1,2,4,9,497
24,33,3,1,420,1,2,4,9,420
25,51,6,0,448,1,2,4,9,-405
27,83,6,1,451,1,2,4,9,432
28,98,6,1,500,1,2,4,9,412
29,23,4,0,-416,1,2,4,9,-416
30,60,6,1,-478,1,2,4,9,449
32,67,6,1,-483,1,2,4,9,500
33,37,6,0,409,1,2,4,9,-500
34,15,3,1,462,1,2,4,9,462
35,77,5,0,-458,1,2,4,9,-412
36,5,1,0,-473,1,2,4,9,-473
37,36,4,1,428,1,2,4,9,481
38,44,5,1,478,1,2,4,9,478
40,94,6,0,445,1,2,4,9,-415
41,71,5,0,-490,1,2,4,9,-490
42,60,6,1,-484,1,2,4,9,493
43,40,6,1,-404,1,2,4,9,459
44,40,4,1,450,1,2,4,9,450
46,8,1,1,495,1,2,4,9,495
47,50,6,1,461,1,2,4,9,461
48,34,5,1,490,1,2,4,9,490
1,83,6,0,-458,0,2,4,10,-443
2,81,6,0,-422,0,2,4,10,-500
3,15,6,1,403,0,2,4,10,403
4,38,6,1,485,0,2,4,10,485
5,68,6,0,-461,0,2,4,10,-454
7,33,6,0,-456,0,2,4,10,-456
8,41,6,0,-461,0,2,4,10,-461
9,13,6,1,-463,0,2,4,10,490
11,35,6,1,481,0,2,4,10,481
12,12,6,1,449,0,2,4,10,449
13,25,6,0,-423,0,2,4,10,-431
14,34,6,1,497,0,2,4,10,497
15,45,6,0,-446,0,2,4,10,-446
17,15,6,0,-453,0,2,4,10,-453
18,48,6,0,-482,0,2,4,10,-482
19,18,6,1,406,0,2,4,10,406
20,74,6,0,-443,0,2,4,10,-443
21,91,6,0,-471,0,2,4,10,-418
22,51,6,0,-427,0,2,4,10,-427
24,27,6,0,-415,0,2,4,10,-415
25,66,6,1,-428,0,2,4,10,433
27,19,6,1,453,0,2,4,10,453
28,1,6,1,423,0,2,4,10,423
29,35,6,1,496,0,2,4,10,496
30,98,6,0,438,0,2,4,10,-476
32,6,6,0,-414,0,2,4,10,-414
33,99,6,1,458,0,2,4,10,440
34,53,6,0,-440,0,2,4,10,-440
35,8,6,0,-474,0,2,4,10,-474
36,19,6,0,-489,0,2,4,10,-489
37,18,6,0,-451,0,2,4,10,-451
38,15,6,1,471,0,2,4,10,471
40,81,6,1,-424,0,2,4,10,443
41,77,6,1,-480,0,2,4,10,480
42,43,6,1,469,0,2,4,10,426
43,14,6,1,455,0,2,4,10,455
44,6,6,1,443,0,2,4,10,443
46,82,6,1,-413,0,2,4,10,423
47,9,6,1,440,0,2,4,10,440
48,60,6,1,440,0,2,4,10,440
1,88,6,0,-492,1,2,4,10,-451
2,40,6,1,401,1,2,4,10,401
3,91,6,1,-477,1,2,4,10,490
4,6,6,0,-427,1,2,4,10,-404
5,47,6,0,-478,1,2,4,10,-442
7,7,6,1,435,1,2,4,10,435
8,67,6,1,-494,1,2,4,10,461
9,35,6,1,469,1,2,4,10,405
11,57,6,1,-461,1,2,4,10,461
12,16,6,0,-450,1,2,4,10,-450
13,39,6,1,413,1,2,4,10,413
14,84,6,1,-428,1,2,4,10,415
15,82,6,1,492,1,2,4,10,492
17,26,6,1,434,1,2,4,10,434
18,48,6,1,433,1,2,4,10,433
19,35,6,0,-412,1,2,4,10,-482
20,24,6,0,-452,1,2,4,10,-452
21,25,6,1,459,1,2,4,10,468
22,54,6,0,-476,1,2,4,10,-476
24,98,6,1,-466,1,2,4,10,471
25,68,6,0,-429,1,2,4,10,-429
27,84,6,1,475,1,2,4,10,456
28,6,6,1,405,1,2,4,10,405
29,67,6,0,402,1,2,4,10,-457
30,83,6,1,432,1,2,4,10,467
32,65,6,0,-417,1,2,4,10,-464
33,24,6,0,-418,1,2,4,10,-418
34,12,6,1,467,1,2,4,10,467
35,36,6,0,-500,1,2,4,10,-500
36,18,6,0,-449,1,2,4,10,-449
37,74,6,1,480,1,2,4,10,499
38,31,6,1,408,1,2,4,10,408
40,14,6,0,-454,1,2,4,10,-454
41,78,6,1,430,1,2,4,10,434
42,1,6,1,436,1,2,4,10,436
43,88,6,1,451,1,2,4,10,488
44,97,6,1,-456,1,2,4,10,455
46,23,6,0,-474,1,2,4,10,-474
47,35,6,0,-414,1,2,4,10,-414
48,29,6,0,-430,1,2,4,10,-400
1,30,6,1,459,0,2,4,11,459
2,42,6,1,423,0,2,4,11,423
3,60,0,1,-453,0,2,4,11,473
4,31,6,1,456,0,2,4,11,456
5,2,0,0,-400,0,2,4,11,-400
7,15,0,0,-405,0,2,4,11,-405
8,73,0,0,-408,0,2,4,11,-408
9,85,0,0,-499,0,2,4,11,-409
11,23,0,1,-422,0,2,4,11,499
12,21,6,1,442,0,2,4,11,442
13,83,6,1,461,0,2,4,11,464
14,16,6,1,440,0,2,4,11,440
15,18,0,0,-432,0,2,4,11,-432
17,16,6,1,492,0,2,4,11,492
18,40,6,0,485,0,2,4,11,-428
19,51,6,0,460,0,2,4,11,-420
20,86,0,0,-405,0,2,4,11,-405
21,94,0,1,-451,0,2,4,11,438
22,67,6,1,500,0,2,4,11,500
24,39,0,0,-486,0,2,4,11,-406
25,97,6,0,444,0,2,4,11,-400
27,32,0,0,-432,0,2,4,11,-432
28,5,0,0,-489,0,2,4,11,-489
29,61,0,0,-413,0,2,4,11,-443
30,93,0,1,-428,0,2,4,11,411
32,19,0,0,-452,0,2,4,11,-406
33,92,6,1,487,0,2,4,11,487
34,50,0,0,-489,0,2,4,11,-474
35,70,0,0,-453,0,2,4,11,-452
36,99,6,1,407,0,2,4,11,461
37,73,0,0,-464,0,2,4,11,-472
38,58,6,1,491,0,2,4,11,435
40,99,0,0,-419,0,2,4,11,-415
41,26,0,0,-484,0,2,4,11,-484
42,6,0,0,-408,0,2,4,11,-408
43,1,6,1,485,0,2,4,11,485
44,31,6,1,435,0,2,4,11,443
46,46,0,0,-453,0,2,4,11,-489
47,1,0,0,-408,0,2,4,11,-408
48,16,0,0,-433,0,2,4,11,-433
1,67,6,0,-421,1,2,4,11,-421
2,62,6,0,-428,1,2,4,11,-487
3,23,6,1,435,1,2,4,11,435
4,59,6,1,449,1,2,4,11,449
5,80,6,0,433,1,2,4,11,-406
7,33,6,0,-428,1,2,4,11,-471
8,42,6,0,-400,1,2,4,11,-400
9,42,6,0,-453,1,2,4,11,-453
11,85,6,1,448,1,2,4,11,422
12,88,6,1,-495,1,2,4,11,429
13,35,6,0,-483,1,2,4,11,-483
14,83,6,0,-477,1,2,4,11,-452
15,3,6,0,-418,1,2,4,11,-418
17,83,6,0,-429,1,2,4,11,-423
18,94,6,0,462,1,2,4,11,-485
19,10,6,0,-468,1,2,4,11,-468
20,91,6,0,-493,1,2,4,11,-481
21,70,6,0,-500,1,2,4,11,-500
22,13,6,1,430,1,2,4,11,430
24,44,6,0,-488,1,2,4,11,-488
25,16,6,1,495,1,2,4,11,494
27,2,6,1,440,1,2,4,11,440
28,21,6,0,-473,1,2,4,11,-473
29,62,6,0,-480,1,2,4,11,-480
30,15,6,1,494,1,2,4,11,494
32,80,6,1,-413,1,2,4,11,479
33,1,6,0,-422,1,2,4,11,-422
34,13,6,1,400,1,2,4,11,400
35,56,6,1,413,1,2,4,11,400
36,77,6,1,447,1,2,4,11,479
37,98,6,0,475,1,2,4,11,-430
38,84,6,0,-425,1,2,4,11,-424
40,63,6,1,-494,1,2,4,11,496
41,49,6,0,484,1,2,4,11,-427
42,18,6,1,-443,1,2,4,11,473
43,61,6,0,477,1,2,4,11,-427
44,82,6,0,463,1,2,4,11,-438
46,23,6,1,416,1,2,4,11,471
47,69,6,1,-420,1,2,4,11,498
48,11,6,1,411,1,2,4,11,411
1,3,5,0,-479,0,2,4,12,-479
2,33,5,0,-497,0,2,4,12,-497
3,94,2,0,-430,0,2,4,12,-452
4,37,3,1,427,0,2,4,12,427
5,80,2,1,-409,0,2,4,12,406
7,72,2,0,403,0,2,4,12,-493
8,22,2,0,453,0,2,4,12,-420
9,86,4,1,434,0,2,4,12,410
11,68,3,0,-411,0,2,4,12,-411
12,60,4,0,-492,0,2,4,12,-492
13,86,3,0,461,0,2,4,12,-481
14,71,2,1,-496,0,2,4,12,413
15,12,1,0,-408,0,2,4,12,-408
17,40,2,0,-457,0,2,4,12,-457
18,86,4,1,451,0,2,4,12,451
19,7,1,1,424,0,2,4,12,424
20,46,3,1,440,0,2,4,12,440
21,11,2,1,-473,0,2,4,12,488
22,4,5,1,416,0,2,4,12,416
24,9,1,1,446,0,2,4,12,446
25,72,4,0,486,0,2,4,12,-400
27,91,4,1,419,0,2,4,12,419
28,71,3,1,455,0,2,4,12,455
29,52,2,0,-402,0,2,4,12,-431
30,80,2,1,424,0,2,4,12,490
32,52,5,1,466,0,2,4,12,466
33,67,1,0,-489,0,2,4,12,-489
34,39,2,0,-412,0,2,4,12,-412
35,27,3,1,499,0,2,4,12,499
36,67,2,1,462,0,2,4,12,410
37,85,3,0,-416,0,2,4,12,-459
38,31,3,0,-488,0,2,4,12,-488
40,12,5,1,406,0,2,4,12,406
41,53,5,0,410,0,2,4,12,-478
42,24,2,0,478,0,2,4,12,-451
43,38,3,1,456,0,2,4,12,456
44,26,2,0,-431,0,2,4,12,-431
46,15,2,0,-473,0,2,4,12,-473
47,53,3,1,489,0,2,4,12,489
48,80,2,1,-447,0,2,4,12,448
1,37,5,0,416,1,2,4,12,-423
2,12,1,1,418,1,2,4,12,418
3,83,5,1,439,1,2,4,12,439
4,96,5,0,-411,1,2,4,12,-411
5,85,2,0,-488,1,2,4,12,-496
7,41,2,0,-404,1,2,4,12,-404
8,95,5,1,403,1,2,4,12,439
9,60,3,0,-434,1,2,4,12,-434
11,31,3,1,407,1,2,4,12,407
12,25,5,0,445,1,2,4,12,-439
13,30,3,1,454,1,2,4,12,454
14,43,4,1,-473,1,2,4,12,405
15,27,1,0,-411,1,2,4,12,-411
17,17,3,0,-408,1,2,4,12,-408
18,71,2,0,-496,1,2,4,12,-407
19,21,1,0,-417,1,2,4,12,-417
20,39,2,1,490,1,2,4,12,490
21,25,1,1,402,1,2,4,12,402
22,20,1,0,-425,1,2,4,12,-425
24,36,2,1,476,1,2,4,12,476
25,54,3,0,-400,1,2,4,12,-457
27,15,1,0,-429,1,2,4,12,-429
28,15,1,1,403,1,2,4,12,403
29,99,6,0,487,1,2,4,12,-464
30,32,3,0,-418,1,2,4,12,-418
32,5,0,1,486,1,2,4,12,486
33,96,6,1,-421,1,2,4,12,494
34,68,2,0,-495,1,2,4,12,-500
35,1,0,1,476,1,2,4,12,476
36,67,3,0,-469,1,2,4,12,-469
37,48,4,1,-400,1,2,4,12,468
38,47,3,0,-459,1,2,4,12,-476
40,41,4,1,-488,1,2,4,12,416
41,80,2,0,-486,1,2,4,12,-419
42,14,1,0,-463,1,2,4,12,-463
43,25,2,0,-442,1,2,4,12,-442
44,66,4,0,-428,1,2,4,12,-428
46,70,3,1,500,1,2,4,12,432
47,85,2,1,408,1,2,4,12,452
48,36,6,1,-467,1,2,4,12,458
1,27,6,1,-422,0,2,4,13,416
2,89,6,0,-469,0,2,4,13,-469
3,56,6,1,-460,0,2,4,13,422
4,35,6,1,444,0,2,4,13,425
5,66,5,1,-429,0,2,4,13,432
7,45,6,0,-486,0,2,4,13,-486
8,46,6,0,-437,0,2,4,13,-437
9,9,6,0,-410,0,2,4,13,-410
11,65,6,0,-465,0,2,4,13,-446
12,67,5,1,-430,0,2,4,13,493
13,45,6,1,494,0,2,4,13,494
14,82,6,1,-441,0,2,4,13,416
15,41,5,1,-477,0,2,4,13,409
17,62,6,0,-455,0,2,4,13,-481
18,62,6,1,432,0,2,4,13,432
19,34,6,1,430,0,2,4,13,401
20,94,6,1,-458,0,2,4,13,429
21,88,6,1,-430,0,2,4,13,459
22,90,6,1,-493,0,2,4,13,458
24,38,6,1,445,0,2,4,13,468
25,87,6,1,468,0,2,4,13,454
27,48,6,0,-431,0,2,4,13,-431
28,11,6,0,-440,0,2,4,13,-440
29,76,6,1,451,0,2,4,13,451
30,92,5,0,483,0,2,4,13,-424
32,75,6,0,-413,0,2,4,13,-442
33,95,6,1,437,0,2,4,13,479
34,57,6,0,-412,0,2,4,13,-445
35,78,6,0,-417,0,2,4,13,-471
36,4,6,1,490,0,2,4,13,490
37,23,6,0,-468,0,2,4,13,-468
38,39,5,1,-453,0,2,4,13,465
40,85,5,1,415,0,2,4,13,468
41,32,6,0,-488,0,2,4,13,-488
42,65,5,1,431,0,2,4,13,431
43,60,6,0,-457,0,2,4,13,-457
44,44,6,1,408,0,2,4,13,457
46,54,6,0,-429,0,2,4,13,-429
47,3,5,1,416,0,2,4,13,416
48,47,6,1,446,0,2,4,13,446
1,11,6,1,417,1,2,4,13,417
2,20,6,1,443,1,2,4,13,453
3,36,6,0,-408,1,2,4,13,-408
4,39,6,0,467,1,2,4,13,-495
5,73,6,1,403,1,2,4,13,421
7,77,6,1,-459,1,2,4,13,445
8,98,6,0,-410,1,2,4,13,-465
9,29,6,1,434,1,2,4,13,434
11,68,6,1,490,1,2,4,13,409
12,68,6,0,489,1,2,4,13,-418
13,45,6,0,458,1,2,4,13,-406
14,48,6,1,417,1,2,4,13,464
15,12,6,0,-490,1,2,4,13,-490
17,75,6,0,470,1,2,4,13,-455
18,42,6,0,-481,1,2,4,13,-481
19,31,6,1,447,1,2,4,13,447
20,33,6,1,470,1,2,4,13,470
21,99,6,1,410,1,2,4,13,458
22,77,6,1,-406,1,2,4,13,494
24,33,6,1,460,1,2,4,13,460
25,38,6,1,479,1,2,4,13,479
27,61,6,0,474,1,2,4,13,-497
28,67,6,1,-491,1,2,4,13,417
29,67,6,0,-480,1,2,4,13,-480
30,37,6,0,-488,1,2,4,13,-488
32,44,6,1,486,1,2,4,13,500
33,55,6,0,451,1,2,4,13,-466
34,94,6,0,431,1,2,4,13,-452
35,85,6,0,473,1,2,4,13,-453
36,2,6,0,-490,1,2,4,13,-490
37,29,6,0,412,1,2,4,13,-451
38,59,6,0,-426,1,2,4,13,-426
40,34,6,0,-479,1,2,4,13,-479
41,38,6,0,-476,1,2,4,13,-476
42,95,6,1,426,1,2,4,13,401
43,78,6,1,-493,1,2,4,13,404
44,40,6,1,-427,1,2,4,13,480
46,46,6,0,464,1,2,4,13,-403
47,66,6,0,468,1,2,4,13,-488
48,62,6,0,-451,1,2,4,13,-451
1,79,6,1,-442,0,2,4,14,460
2,6,5,1,401,0,2,4,14,401
3,78,2,1,-407,0,2,4,14,420
4,7,3,0,-463,0,2,4,14,-463
5,68,5,1,409,0,2,4,14,420
7,88,3,1,447,0,2,4,14,455
8,7,3,1,427,0,2,4,14,427
9,80,6,1,-456,0,2,4,14,462
11,37,3,1,457,0,2,4,14,457
12,21,4,1,441,0,2,4,14,441
13,96,6,1,-429,0,2,4,14,456
14,90,5,1,481,0,2,4,14,434
15,28,2,0,-465,0,2,4,14,-465
17,78,4,1,491,0,2,4,14,452
18,64,6,0,477,0,2,4,14,-419
19,7,1,0,-438,0,2,4,14,-438
20,20,3,0,-403,0,2,4,14,-403
21,10,1,1,433,0,2,4,14,433
22,82,2,0,-480,0,2,4,14,-480
24,95,6,0,402,0,2,4,14,-466
25,70,1,1,480,0,2,4,14,480
27,89,5,1,464,0,2,4,14,464
28,7,1,0,-406,0,2,4,14,-406
29,40,1,0,-406,0,2,4,14,-406
30,30,3,1,453,0,2,4,14,453
32,23,2,0,-420,0,2,4,14,-420
33,84,6,1,-478,0,2,4,14,465
34,87,6,1,-468,0,2,4,14,449
35,80,4,1,450,0,2,4,14,487
36,42,4,0,466,0,2,4,14,-485
37,74,5,1,-454,0,2,4,14,429
38,43,1,0,-438,0,2,4,14,-470
40,64,6,1,-456,0,2,4,14,451
41,58,6,0,407,0,2,4,14,-410
42,56,4,1,406,0,2,4,14,449
43,79,2,1,494,0,2,4,14,494
44,84,1,0,-483,0,2,4,14,-497
46,18,1,0,-410,0,2,4,14,-410
47,91,4,1,-404,0,2,4,14,411
48,79,5,1,-421,0,2,4,14,487
1,71,3,0,-426,1,2,4,14,-403
2,38,4,1,458,1,2,4,14,493
3,12,5,1,480,1,2,4,14,480
4,45,6,0,416,1,2,4,14,-411
5,41,6,0,407,1,2,4,14,-488
7,18,3,1,463,1,2,4,14,463
8,2,3,0,-492,1,2,4,14,-492
9,91,2,0,-469,1,2,4,14,-421
11,3,6,1,-488,1,2,4,14,492
12,42,4,1,401,1,2,4,14,417
13,2,1,0,-444,1,2,4,14,-444
14,53,3,0,-426,1,2,4,14,-426
15,31,3,1,496,1,2,4,14,496
17,89,5,1,445,1,2,4,14,425
18,54,3,0,-407,1,2,4,14,-407
19,26,3,1,472,1,2,4,14,472
20,85,5,1,408,1,2,4,14,426
21,11,1,0,-408,1,2,4,14,-408
22,93,5,1,-406,1,2,4,14,409
24,62,4,1,447,1,2,4,14,447
25,44,4,0,-495,1,2,4,14,-495
27,28,2,0,-450,1,2,4,14,-450
28,53,3,0,-413,1,2,4,14,-413
29,3,2,1,448,1,2,4,14,448
30,16,6,0,491,1,2,4,14,-495
32,19,1,0,-498,1,2,4,14,-498
33,10,1,1,441,1,2,4,14,441
34,89,5,1,437,1,2,4,14,478
35,62,3,1,444,1,2,4,14,444
36,1,0,0,-494,1,2,4,14,-494
37,5,1,1,466,1,2,4,14,466
38,49,5,1,-481,1,2,4,14,499
40,50,5,0,-418,1,2,4,14,-418
41,15,6,0,403,1,2,4,14,-401
42,86,5,1,495,1,2,4,14,466
43,27,2,1,475,1,2,4,14,475
44,34,4,0,-471,1,2,4,14,-471
46,70,1,0,-414,1,2,4,14,-490
47,75,3,0,-474,1,2,4,14,-465
48,27,1,0,-489,1,2,4,14,-471
1,89,5,0,448,0,2,2,15,-435
2,92,0,0,-447,0,2,2,15,-416
3,12,4,0,-423,0,2,2,15,-423
4,38,6,1,426,0,2,2,15,426
5,97,6,0,475,0,2,2,15,-428
7,63,2,0,-416,0,2,2,15,-416
8,23,4,1,411,0,2,2,15,411
9,88,2,0,-422,0,2,2,15,-459
11,96,2,1,-423,0,2,2,15,460
12,28,2,0,-491,0,2,2,15,-461
13,27,3,0,-439,0,2,2,15,-439
14,65,3,0,-479,0,2,2,15,-479
15,79,1,1,-443,0,2,2,15,419
17,72,4,0,439,0,2,2,15,-477
18,65,4,0,497,0,2,2,15,-441
19,57,4,1,414,0,2,2,15,414
20,59,4,1,440,0,2,2,15,440
21,68,2,0,420,0,2,2,15,-444
22,64,5,1,-469,0,2,2,15,460
24,62,3,1,-475,0,2,2,15,492
25,80,0,0,-402,0,2,2,15,-402
27,45,3,1,408,0,2,2,15,464
28,48,3,0,-440,0,2,2,15,-440
29,84,3,1,500,0,2,2,15,450
30,30,2,0,-428,0,2,2,15,-428
32,13,3,1,439,0,2,2,15,439
33,23,4,1,482,0,2,2,15,482
34,73,0,0,-439,0,2,2,15,-439
35,51,6,1,482,0,2,2,15,461
36,19,6,1,429,0,2,2,15,429
37,76,1,1,-424,0,2,2,15,417
38,86,1,0,-497,0,2,2,15,-411
40,70,3,0,408,0,2,2,15,-426
41,62,2,1,456,0,2,2,15,456
42,53,2,0,-466,0,2,2,15,-466
43,2,6,1,443,0,2,2,15,443
44,27,4,0,-402,0,2,2,15,-402
46,75,3,0,-464,0,2,2,15,-456
47,34,3,0,491,0,2,2,15,-447
48,24,3,0,-484,0,2,2,15,-484
1,99,3,1,438,1,2,4,15,472
2,33,4,1,458,1,2,4,15,458
3,35,4,0,-439,1,2,4,15,-439
4,36,4,1,449,1,2,4,15,449
5,10,5,1,473,1,2,4,15,473
7,82,2,0,486,1,2,4,15,-406
8,68,2,0,-485,1,2,4,15,-470
9,30,4,1,457,1,2,4,15,457
11,86,4,1,450,1,2,4,15,419
12,19,3,0,-479,1,2,4,15,-479
13,33,3,0,-474,1,2,4,15,-474
14,6,4,0,-440,1,2,4,15,-440
15,30,4,1,449,1,2,4,15,449
17,66,3,0,481,1,2,4,15,-413
18,96,2,1,469,1,2,4,15,469
19,33,3,0,-480,1,2,4,15,-480
20,81,2,1,415,1,2,4,15,415
21,66,4,0,-459,1,2,4,15,-459
22,49,2,0,471,1,2,4,15,-426
24,92,4,0,401,1,2,4,15,-450
25,70,3,0,427,1,2,4,15,-478
27,9,6,1,420,1,2,4,15,420
28,30,5,0,-409,1,2,4,15,-409
29,68,3,0,-491,1,2,4,15,-424
30,80,3,1,495,1,2,4,15,495
32,86,3,0,-429,1,2,4,15,-480
33,99,2,1,443,1,2,4,15,432
34,23,4,0,-405,1,2,4,15,-405
35,27,4,1,-410,1,2,4,15,491
36,25,6,1,445,1,2,4,15,445
37,2,5,0,-402,1,2,4,15,-402
38,34,2,0,-406,1,2,4,15,-406
40,79,3,0,-408,1,2,4,15,-485
41,11,4,1,490,1,2,4,15,490
42,86,4,1,-440,1,2,4,15,428
43,84,2,0,462,1,2,4,15,-404
44,67,3,1,430,1,2,4,15,430
46,88,2,0,443,1,2,4,15,-461
47,98,0,0,454,1,2,4,15,-489
48,45,3,0,-469,1,2,4,15,-480
1,7,1,0,-417,0,2,4,16,-417
2,71,4,0,-442,0,2,4,16,-484
3,1,5,0,-478,0,2,4,16,-478
4,22,6,1,463,0,2,4,16,463
5,82,4,0,-437,0,2,4,16,-437
7,95,5,0,455,0,2,4,16,-476
8,94,4,0,-498,0,2,4,16,-485
9,6,5,1,448,0,2,4,16,448
11,13,6,1,479,0,2,4,16,479
12,3,6,0,-456,0,2,4,16,-456
13,81,4,1,477,0,2,4,16,442
14,35,5,0,-464,0,2,4,16,-464
15,32,3,0,405,0,2,4,16,-493
17,21,4,0,-500,0,2,4,16,-500
18,53,4,1,496,0,2,4,16,426
19,28,4,0,-438,0,2,4,16,-438
20,4,6,1,494,0,2,4,16,494
21,48,4,0,428,0,2,4,16,-490
22,54,3,0,443,0,2,4,16,-460
24,34,5,1,410,0,2,4,16,410
25,72,4,0,496,0,2,4,16,-446
27,78,1,0,-433,0,2,4,16,-417
28,1,4,0,-462,0,2,4,16,-462
29,68,3,1,-423,0,2,4,16,428
30,98,4,0,462,0,2,4,16,-429
32,46,3,0,-402,0,2,4,16,-402
33,59,4,1,437,0,2,4,16,437
34,84,1,0,-496,0,2,4,16,-496
35,60,2,0,-450,0,2,4,16,-409
36,90,3,0,439,0,2,4,16,-451
37,52,2,0,-474,0,2,4,16,-448
38,60,5,1,420,0,2,4,16,420
40,87,4,1,460,0,2,4,16,492
41,30,5,1,404,0,2,4,16,404
42,34,4,1,430,0,2,4,16,479
43,8,5,0,-416,0,2,4,16,-416
44,7,5,0,-459,0,2,4,16,-459
46,90,1,1,-401,0,2,4,16,485
47,76,2,1,428,0,2,4,16,477
48,48,1,1,-474,0,2,4,16,461
1,18,4,0,-426,1,2,4,16,-426
2,12,4,0,-465,1,2,4,16,-465
3,87,3,1,-484,1,2,4,16,474
4,67,2,0,-408,1,2,4,16,-408
5,55,3,0,-437,1,2,4,16,-437
7,90,2,0,-492,1,2,4,16,-492
8,18,5,1,467,1,2,4,16,467
9,32,5,1,449,1,2,4,16,449
11,13,6,1,500,1,2,4,16,500
12,62,3,0,-419,1,2,4,16,-419
13,22,1,1,-409,1,2,4,16,458
14,74,1,1,-438,1,2,4,16,490
15,93,4,1,473,1,2,4,16,451
17,65,2,0,-420,1,2,4,16,-420
18,67,6,1,467,1,2,4,16,467
19,28,4,1,410,1,2,4,16,410
20,39,4,1,402,1,2,4,16,402
21,47,3,0,-493,1,2,4,16,-493
22,63,3,1,403,1,2,4,16,482
24,99,0,1,449,1,2,4,16,494
25,57,3,1,452,1,2,4,16,430
27,17,5,0,-484,1,2,4,16,-484
28,64,2,0,-447,1,2,4,16,-447
29,20,4,0,-448,1,2,4,16,-448
30,66,5,0,429,1,2,4,16,-444
32,73,0,1,-478,1,2,4,16,474
33,73,2,0,-475,1,2,4,16,-475
34,16,3,0,-497,1,2,4,16,-497
35,88,5,0,414,1,2,4,16,-424
36,92,2,0,-493,1,2,4,16,-434
37,52,2,0,-497,1,2,4,16,-497
38,67,5,1,411,1,2,4,16,412
40,44,4,0,-468,1,2,4,16,-468
41,42,3,0,-485,1,2,4,16,-485
42,18,2,0,-441,1,2,4,16,-441
43,57,6,1,453,1,2,4,16,453
44,51,5,1,402,1,2,4,16,402
46,71,6,1,482,1,2,4,16,482
47,56,1,0,-456,1,2,4,16,-445
48,58,5,1,427,1,2,4,16,427
1,88,3,1,-445,0,2,4,17,411
2,58,3,1,-447,0,2,4,17,407
3,69,3,0,483,0,2,4,17,-450
4,30,3,0,-449,0,2,4,17,-449
5,66,3,0,-483,0,2,4,17,-483
7,51,3,0,-490,0,2,4,17,-490
8,58,3,1,458,0,2,4,17,444
9,62,3,1,441,0,2,4,17,441
11,57,3,0,435,0,2,4,17,-430
12,57,3,1,-442,0,2,4,17,447
13,19,3,0,-401,0,2,4,17,-408
14,66,3,0,417,0,2,4,17,-425
15,86,3,0,-482,0,2,4,17,-458
17,12,3,1,491,0,2,4,17,491
18,20,3,0,429,0,2,4,17,-424
19,93,3,0,488,0,2,4,17,-484
20,18,3,0,-433,0,2,4,17,-461
21,87,3,0,-496,0,2,4,17,-461
22,63,3,0,-423,0,2,4,17,-423
24,78,3,1,-483,0,2,4,17,435
25,54,3,1,451,0,2,4,17,446
27,77,3,0,-442,0,2,4,17,-417
28,44,3,1,500,0,2,4,17,500
29,68,3,0,-432,0,2,4,17,-497
30,56,3,1,400,0,2,4,17,400
32,23,3,1,452,0,2,4,17,452
33,58,3,0,-418,0,2,4,17,-418
34,59,3,1,452,0,2,4,17,452
35,26,3,0,-430,0,2,4,17,-430
36,35,3,1,475,0,2,4,17,475
37,85,3,1,-489,0,2,4,17,481
38,84,3,1,416,0,2,4,17,426
40,5,3,0,-413,0,2,4,17,-413
41,68,3,0,-421,0,2,4,17,-487
42,48,3,1,483,0,2,4,17,483
43,75,3,0,-486,0,2,4,17,-486
44,51,3,1,401,0,2,4,17,401
46,86,3,0,461,0,2,4,17,-414
47,89,3,0,497,0,2,4,17,-429
48,65,3,1,489,0,2,4,17,498
1,17,0,0,-444,1,2,4,17,-444
2,39,5,1,469,1,2,4,17,469
3,89,6,1,-485,1,2,4,17,436
4,62,3,1,471,1,2,4,17,416
5,36,6,0,480,1,2,4,17,-447
7,5,0,0,-403,1,2,4,17,-403
