n_trial,uncertainty,seek,mc_model,Instr
22,3,0,444,1
24,31,1,423,1
25,26,0,408,1
27,94,0,471,1
28,91,0,-434,1
29,77,0,-490,1
30,89,0,449,1
32,82,0,-469,1
33,49,0,456,1
34,11,0,-403,1
35,76,0,-477,1
36,7,1,-451,1
37,64,5,426,1
38,66,0,455,1
40,95,5,424,1
41,27,6,-484,1
42,80,0,-467,1
43,6,0,-460,1
44,57,0,421,1
46,85,3,451,1
47,46,0,-444,1
48,60,0,440,1
1,98,0,-482,0
2,57,0,-498,0
3,38,1,-454,0
4,25,0,-449,0
5,7,0,401,0
7,48,0,455,0
8,75,0,-443,0
9,64,0,490,0
11,24,0,415,0
12,85,0,-407,0
13,28,0,-478,0
14,39,0,491,0
15,10,0,-471,0
17,43,0,467,0
18,33,0,-465,0
19,83,0,-454,0
20,36,0,478,0
21,73,0,-435,0
22,17,0,-457,0
24,90,0,495,0
25,63,0,-465,0
27,96,0,415,0
28,87,0,-450,0
29,28,0,-423,0
30,32,0,402,0
32,66,0,426,0
33,41,0,409,0
34,40,0,469,0
35,47,0,-406,0
36,49,0,-460,0
37,87,0,406,0
38,54,0,495,0
40,80,0,420,0
41,42,0,409,0
42,83,0,470,0
43,81,0,468,0
44,97,0,-448,0
46,55,0,457,0
47,32,0,-431,0
48,77,0,430,0
1,34,5,-463,1
2,36,5,-461,1
3,78,6,500,1
4,22,5,-435,1
5,4,2,-421,1
7,52,6,408,1
8,18,5,407,1
9,77,6,434,1
11,54,6,-411,1
12,14,5,-483,1
13,66,6,-495,1
14,58,5,498,1
15,40,5,-400,1
17,23,6,410,1
18,79,5,-475,1
19,82,6,486,1
20,22,6,-461,1
21,74,6,411,1
22,79,5,-455,1
24,3,5,500,1
25,12,6,-479,1
27,63,5,420,1
28,30,6,-447,1
29,44,6,425,1
30,82,6,434,1
32,70,5,481,1
33,83,6,438,1
34,32,6,-468,1
35,88,5,495,1
36,45,6,-500,1
37,81,6,-500,1
38,83,6,428,1
40,46,6,433,1
41,62,5,-446,1
42,50,6,403,1
43,56,6,435,1
44,12,6,-461,1
46,16,6,-405,1
47,68,6,470,1
48,45,5,413,1
1,32,6,-425,1
2,80,6,404,1
3,97,6,457,1
4,81,6,-469,1
5,73,6,-454,1
7,20,6,407,1
8,76,6,500,1
9,58,6,-494,1
11,2,6,-469,1
12,27,6,-443,1
13,35,6,-474,1
14,58,6,-472,1
15,75,6,483,1
17,48,6,-473,1
18,44,6,-498,1
19,41,6,-464,1
20,56,6,462,1
21,94,6,404,1
22,70,6,498,1
24,75,6,421,1
25,46,6,446,1
27,20,6,-453,1
28,23,6,-461,1
29,78,6,428,1
30,73,6,-416,1
32,31,6,-459,1
33,93,6,-454,1
34,31,6,476,1
35,38,6,-480,1
36,39,6,-476,1
37,47,6,488,1
38,48,6,-483,1
40,88,6,418,1
41,87,6,424,1
42,20,6,491,1
43,10,6,-455,1
44,59,6,488,1
46,94,6,-472,1
47,43,6,463,1
48,58,6,486,1
1,86,3,-450,1
2,12,6,-462,1
3,34,6,443,1
4,62,5,-464,1
5,25,5,-426,1
7,26,5,439,1
8,12,5,-407,1
9,82,6,466,1
11,91,3,469,1
12,53,5,448,1
13,43,4,480,1
14,25,5,-484,1
15,3,4,-453,1
17,28,3,-450,1
18,96,4,458,1
19,52,3,493,1
20,65,4,-422,1
21,65,4,-431,1
22,15,4,466,1
24,86,4,455,1
25,93,3,-448,1
27,45,5,401,1
28,38,6,-422,1
29,61,4,-492,1
30,87,5,436,1
32,90,6,448,1
33,9,3,465,1
34,68,3,-434,1
35,83,4,-495,1
36,25,3,466,1
37,56,4,432,1
38,21,3,-420,1
40,8,4,403,1
41,19,3,430,1
42,52,3,-435,1
43,44,4,-435,1
44,71,6,471,1
46,71,3,-424,1
47,35,4,495,1
48,86,4,-403,1
1,91,6,-492,1
2,53,5,-492,1
3,11,1,416,1
4,31,4,457,1
5,65,4,-500,1
7,13,1,459,1
8,28,5,411,1
9,44,6,407,1
11,33,4,490,1
12,76,6,418,1
13,2,0,431,1
14,32,5,490,1
15,90,2,-455,1
17,6,0,-403,1
18,7,0,-490,1
19,18,4,-464,1
20,47,6,-499,1
21,40,5,-418,1
22,19,1,-459,1
24,23,4,437,1
25,68,5,-481,1
27,20,1,-499,1
28,10,1,453,1
29,4,0,-439,1
30,13,1,477,1
32,27,4,426,1
33,94,6,-452,1
34,58,6,478,1
35,26,5,-415,1
36,65,6,466,1
37,27,4,424,1
38,78,6,462,1
40,26,4,-439,1
41,73,5,410,1
42,82,6,480,1
43,37,2,-463,1
44,49,5,-408,1
46,60,5,476,1
47,6,0,-500,1
48,48,5,-499,1
1,26,6,500,1
2,3,6,-420,1
3,49,0,-470,1
4,86,6,-434,1
5,71,6,492,1
7,40,6,-407,1
8,9,6,407,1
9,28,6,438,1
11,21,6,-433,1
12,43,6,-423,1
13,87,6,-490,1
14,81,6,418,1
15,27,6,417,1
17,52,6,455,1
18,70,6,-467,1
19,65,6,474,1
20,99,6,-436,1
21,62,6,464,1
22,94,6,-442,1
24,20,6,-410,1
25,95,6,457,1
27,29,6,-494,1
28,28,6,415,1
29,3,6,-475,1
30,35,6,-473,1
32,83,6,465,1
33,39,6,-408,1
34,43,6,465,1
35,56,6,435,1
36,56,6,-422,1
37,29,6,-416,1
38,89,6,-500,1
40,42,6,-457,1
41,40,6,472,1
42,51,6,-428,1
43,31,6,-450,1
44,37,6,-479,1
46,30,6,-404,1
47,42,6,452,1
48,90,6,469,1
1,15,0,435,0
2,12,0,451,0
3,76,0,470,0
4,82,3,480,0
5,17,2,-483,0
7,35,1,-473,0
8,89,0,-448,0
9,14,0,-444,0
11,11,1,-485,0
12,19,0,-426,0
13,89,1,453,0
14,65,0,-497,0
15,69,0,466,0
17,12,0,-429,0
18,31,1,404,0
19,76,3,-497,0
20,5,0,-451,0
21,12,0,471,0
22,68,0,-473,0
24,31,1,-463,0
25,90,0,-433,0
27,21,2,403,0
28,46,0,499,0
29,46,0,451,0
30,81,0,430,0
32,10,0,-468,0
33,22,0,484,0
34,93,0,-456,0
35,69,0,463,0
36,16,2,-442,0
37,41,2,-444,0
38,63,1,404,0
40,95,0,430,0
41,10,1,449,0
42,50,0,-469,0
43,15,0,-463,0
44,11,0,-408,0
46,20,0,500,0
47,12,0,-421,0
48,49,0,-470,0
1,61,6,-423,0
2,10,6,-467,0
3,55,6,-437,0
4,35,6,455,0
5,93,6,-457,0
7,33,6,424,0
8,44,3,-480,0
9,31,3,446,0
11,48,3,417,0
12,64,0,-487,0
13,45,0,454,0
14,6,0,-485,0
15,92,1,433,0
17,87,0,415,0
18,35,0,-485,0
19,38,0,-479,0
20,58,0,403,0
21,28,0,-493,0
22,5,0,-449,0
24,62,0,457,0
25,21,0,-400,0
27,88,0,442,0
28,44,0,-470,0
29,22,0,499,0
30,2,0,424,0
32,52,0,428,0
33,97,0,-463,0
34,8,0,-432,0
35,30,0,487,0
36,83,0,-489,0
37,83,0,484,0
38,57,0,403,0
40,77,0,422,0
41,48,0,-441,0
42,5,0,-426,0
43,11,0,468,0
44,82,0,-403,0
46,61,0,-487,0
47,30,0,-467,0
48,35,0,500,0
1,70,6,-432,0
2,92,5,480,0
3,24,1,419,0
4,93,6,-424,0
5,3,0,-471,0
7,21,1,-468,0
8,41,1,442,0
9,41,1,-404,0
11,55,3,436,0
12,78,6,-483,0
13,76,5,446,0
14,71,2,-453,0
15,12,0,446,0
17,97,6,418,0
18,84,6,466,0
19,63,4,-438,0
20,89,6,-455,0
21,35,5,403,0
22,41,2,-488,0
24,87,6,424,0
25,5,0,441,0
27,94,6,448,0
28,69,5,473,0
29,12,0,-419,0
30,37,4,469,0
32,64,5,432,0
33,4,0,-417,0
34,13,1,439,0
35,70,5,-495,0
36,24,2,487,0
37,80,6,-476,0
38,59,5,-486,0
40,60,5,448,0
41,6,0,-487,0
42,63,5,-463,0
43,99,6,425,0
44,57,4,438,0
46,57,5,-435,0
47,46,5,-488,0
48,28,2,415,0
1,15,4,-469,0
2,73,4,-428,0
3,22,4,-470,0
4,31,3,459,0
5,20,4,-465,0
7,55,4,-420,0
8,23,4,446,0
9,16,4,470,0
11,25,5,496,0
12,46,4,474,0
13,3,4,411,0
14,6,4,-478,0
15,60,4,459,0
17,90,4,-456,0
18,19,4,-403,0
19,19,3,-476,0
20,66,3,-490,0
21,27,6,480,0
22,64,3,-478,0
24,42,4,499,0
25,96,4,420,0
27,90,5,429,0
28,6,6,-447,0
29,49,4,-489,0
30,77,4,-497,0
32,95,5,428,0
33,99,6,-405,0
34,47,6,-442,0
35,25,4,-482,0
36,79,5,497,0
37,87,4,465,0
38,62,4,448,0
40,39,4,491,0
41,61,4,-400,0
42,56,5,-407,0
43,85,4,432,0
44,18,4,-437,0
46,79,5,412,0
47,59,4,490,0
48,40,5,-420,0
1,27,0,-435,0
2,70,0,-494,0
3,95,0,460,0
4,17,0,427,0
5,13,0,-428,0
7,77,0,430,0
8,17,0,470,0
9,66,0,419,0
11,27,0,417,0
12,21,0,-494,0
13,47,0,495,0
14,48,0,444,0
15,22,0,-458,0
17,52,0,466,0
18,3,0,-495,0
19,40,0,-477,0
20,8,0,451,0
21,55,0,437,0
22,72,0,434,0
24,54,0,-491,0
25,5,0,460,0
27,83,0,-412,0
28,32,0,-435,0
29,25,0,-464,0
30,31,0,484,0
32,36,0,491,0
33,70,0,459,0
34,32,0,468,0
35,19,0,-486,0
36,82,0,-415,0
37,44,0,426,0
38,71,0,481,0
40,61,0,474,0
41,28,0,450,0
42,13,0,466,0
43,99,0,419,0
44,62,0,-441,0
46,55,0,-446,0
47,10,0,470,0
48,57,0,417,0
